temp,humidity,precip,windspeed
20.3,75.1,0,22.8
20.9,76.5,0,18.4
21.3,80.7,0,25.8
20.7,79.8,96,20
20.5,76.9,4,19.7
19.9,79.5,1.6,27.1
20.4,81.5,0,35.5
20.1,86.1,0.2,22.6
18.8,84.7,37,22.3
19.3,85.2,12,18.4
19.4,85,38,24.1
18.9,89.7,11,13
18,88.2,24.1,25.5
19.4,83.8,10,20.7
18.3,88.4,21,17.3
19.7,86.3,0.4,24.1
19.5,82.7,1.5,15.1
19.3,83.9,5,22.9
20.2,81.8,0.1,17
20.3,80.7,0.1,17.3
19.8,81.8,0.5,22.7
19.7,82.1,0,18.2
20.4,79.2,0,21.2
20.6,78.3,9,23.7
20.9,77.4,0.2,20
20.4,81,0.1,23.7
19.6,81.1,0.8,21.8
19,82.4,7,19.2
19.6,82,8,18.4
18.6,86.4,7,21.3
19.2,81.9,0,18.8
19.6,79.8,0,15.1
21.1,72.3,0,20.4
21.3,72.3,0,23.4
20,83.2,13,24.1
19,86.4,8,21.3
19.3,80.1,0,18.6
18.8,77.7,0,16.2
19.1,71.8,0,17.4
19.2,79.3,0,19.7
19,80.2,0,18.4
19.1,76.1,0,15.1
18.8,73.7,0,17.3
19.1,77.8,0,16.2
19.3,74.5,0,22.3
19.8,75.1,0,17
20.2,77,0,22.1
20.6,72,0,22.3
20.1,73.1,0,18.8
19.5,64.4,0,20.6
18.4,68.7,0,22.1
19.3,72,0,18.4
18.9,70.9,0,21
18.3,76.4,0,18.3
19,69.3,0.1,18.4
18.7,70.9,0,24.5
19.4,67.5,0,18.4
19.3,71,0,21.6
18.1,81.2,0,17.3
18.5,78.5,0,20.5
16.6,92.4,29,18.4
18.7,81.1,5,24.1
18,85,5.8,19.9
17.9,86,0,19.9
17.4,87.9,24,23.4
17,83.4,0,16.9
17,82,0,18.4
17.4,78.9,0,18.1
17.2,76.1,0,17.6
17.9,75.8,0,15.5
18.6,75.1,0,24.8
18.8,76.3,0,18.2
18.9,80.5,8,16.2
18.7,76.8,0.1,16.6
18.8,77.4,0,24.1
17.8,74.3,0,17.7
17.5,73.6,0,27.7
18.5,75,0,15.8
19.1,72.2,0,19.5
17.7,71.4,0,18.8
18.1,64.1,0,15.8
17.2,75.9,0,17.3
17.7,74.7,0,15.7
17.6,74.2,0,18.4
17.3,71.7,0,16.9
17.2,74.4,0,12.2
18.2,73.9,0.2,16.6
18,71.1,0,13
18.2,71.1,0,13
18.2,75.1,0,17
16.6,82.7,2,19.3
16.2,77.2,0,22.3
19.5,66.9,0,16.7
18.1,72.1,0.1,23.7
18.2,75.3,1,16.9
17.2,76.2,0.1,14.8
17.6,78,0,20.3
16.8,66.7,0,21.2
15.8,66.7,0,24.1
16.2,69.5,0,13.7
15.9,76.7,0,13.7
17.8,70.3,0,13.7
18.6,72.9,0,17.4
18.8,69.7,0,27.1
17.6,72.7,0,18.4
18.3,63.8,0,23.4
17.3,67.8,0,20.6
18,70.2,0,17.3
17.4,80,0,14.5
19.1,67.9,0,19.7
17.2,72.5,0,17.6
17.3,75.1,0.1,17
18.4,70.9,0,20.6
16.9,68.5,0,25
16.4,64.9,0,24.1
18.3,66.6,0,18.4
18.2,68.7,0,16.2
18.8,67,0,18.8
19,67.7,0,22.1
18.7,64.3,0,18.4
18.8,64.8,0,16.2
18.6,70.5,0,26
19,72.9,0.6,21.5
17.7,83.4,0,27.3
18.7,78.1,0,20.8
19.6,72.8,0,22.1
20.4,64.8,0,22.9
16.6,77,0,13.4
17.8,77.5,0.1,17.7
19.3,66.9,0,20.6
17.3,79.9,0,13.8
18.9,72.5,0,18.5
18.1,76.2,0,16.2
17.2,79.4,99,17.3
17.4,74.7,0,12.9
17.3,80,0,18.4
18.8,69.2,0,26
18.8,68.8,0,19
19.2,69.5,0,19.1
19.4,67.2,0,24.1
19.2,65.3,0,26
19.8,58.2,0,24.5
19.2,58.5,0,26.3
18.5,63.6,0,24.1
18.8,60.5,0,25.2
18.4,66.5,0,17.3
18.1,74.5,11,26
17.3,88,17,17.3
15.8,95.4,99,14.8
15.6,93.6,1,17.3
15.6,91.7,0.2,12.6
16.6,79.9,0,13.7
17.1,71.8,0,13.7
17.9,74.6,0,17.6
19.1,67.8,0,16.2
19.4,61.7,0,20.7
19.7,65.5,0,24.4
19.4,66.9,0,19.9
20.8,62.5,0,23.7
19.9,64.9,0,21.9
19.3,67,0,22.9
18.9,72,0,18.1
17.9,75.3,0,18.4
19.3,68.3,0,25.9
19.3,70,0.6,33.8
19.6,65.6,0,22.3
19.5,70.6,0,21.2
18.8,78.2,8,19.7
18.1,84.8,2,18.4
20.9,65.9,0.5,22.7
20.4,67.4,0,26.8
20.7,66.1,0,27.8
19.9,74.3,0,19.7
20.7,63.8,0,22.5
20.7,63.4,0,24.5
20.5,61.4,0,21.8
21,57.5,0,24.5
21.1,57.3,0,22.3
21.8,56.4,0,23.2
21.4,47.7,0,25.5
21.3,54.9,0,22.3
22,56.2,0,20.4
22.1,62.1,0,34.9
21.3,64.3,0,18.4
21.3,62.5,0,20.8
21.4,60.6,0,23.1
20.7,66,0,21.8
21,59.1,0,20.5
21,61.6,0,24
19.9,68.9,2,20.4
19.8,74.3,0,19.7
19.3,75.9,0,21.1
19,80.9,5,20.3
20.2,73.5,0,24.5
20,67.2,0,22.3
21.1,65.2,0,21.2
20.9,68,3,22.9
19.5,78.4,0,21.7
17.7,87.2,1.1,14.8
19.4,79.3,0,25.8
19.8,76.7,5,29.5
18.8,81.3,0,25.1
17.4,84.1,9,29.2
19.2,73.6,0,25.6
19.6,69.5,0,25.2
19.9,67.3,0,21.2
19.7,75.3,0,23.8
19.2,82.3,15,26.6
19.6,80.9,0,24.5
19.3,86,3,20.8
20.2,73.1,0,25.1
20.1,70.1,0,21
18.8,82.2,2,22.1
20.2,75,0.4,30.3
19.5,77.2,10,27
20.6,73.1,0.2,35.3
19.7,78.3,0,33.8
19.1,82.7,9,25.6
20.3,70.9,1,29.5
20,74.5,0,25.6
20.5,70.5,0,31.4
21.2,60.4,0,33.5
21.3,67.4,0,30.1
20.1,74.6,2,27
21,67.6,0,27
21,70.4,1,26.8
20.9,69.3,0,24.1
20.8,74.5,,18.4
20.9,69.6,,27.7
21.2,68.8,0,29.5
20.6,74.9,1,27.7
18.9,84.1,0,27.7
18,86.6,,18.4
20.3,72.8,,25.9
20.9,74.1,0,25.9
22,61.7,,29.5
20.3,67.5,0,38.9
20,71,0,33.5
20.3,67,,25.9
21.3,66.4,,22.3
21.1,69.4,0,30.2
20.2,74.8,27,23.4
20.3,73.1,0,29.5
19.9,74.9,0.5,28.7
20.4,66.1,0,27.7
20.8,66.1,0,51.5
20.6,65.8,0,32.5
20.5,59.7,0,22.8
20.4,61,0,25.5
20.5,62.9,0,22.3
20.6,67.5,0,35.5
20.4,63.5,0,25.2
21.1,62.7,0,27.8
20.6,69.5,0,33.3
20.6,68.2,0,30.4
21.1,67.1,0,31.4
20.8,65.6,0,28
21.6,65.5,0,27
22.1,61.5,0,27.7
21.4,62.4,0,28.4
20.1,62.5,0,31.5
20.1,55.8,0,24.1
20.2,60.2,0,29.2
21.5,60,0,84.9
19.3,80.2,5,25.9
18.2,81.6,6.6,30.3
19.7,71.8,6,27.3
20.6,66.7,0.4,28.1
20.4,64.3,0,28.4
20.4,67.3,0,29.5
20.8,66.1,0,23.4
20.9,64.5,0,25.9
20.9,67.1,0,26.6
18.5,61.1,0,17.6
16.3,73.8,0,19.9
17.8,66.3,0,16.7
18.4,66.8,0,21.8
19,64.3,0,21.2
18,78.3,11,15.5
16.2,89,0,15.1
16.1,79.7,0,14
17.2,68.2,0,14
18.2,63.6,0,20.6
19.8,65.6,0,29.5
19.8,65.1,0,25.6
19,66.2,0,25.5
18.3,63.2,0,18.4
17.8,67.3,0,20.8
19.1,61.2,0,20.8
18.8,67.2,0,24.8
18.1,66.6,0,18.4
20.2,60.9,0,28
20.2,65.5,0,25.1
20.2,60.1,0,26.3
19.8,61.8,0,29.5
19.8,57.5,0,24.5
19.9,56,0,25.1
19.7,61.4,0,70.5
19.5,60.5,0,25.9
19.6,57.1,0,24.3
19.2,56.6,0,24.8
19.7,57.6,0,27.7
19.3,66,0,23.4
20,63.4,0,31.4
20.8,58.4,0,27.8
18.8,70.1,0,18.1
19.2,65.8,0,28.8
19.6,64.1,0,30.3
19.5,66.7,0,22.9
19.8,62.3,0,26.4
19.1,57.6,0,25.2
19.3,52.6,0,25.9
19.3,56.9,0,25.5
19.3,55.5,0,22.9
19.4,51.3,0,22.7
19.7,50.7,0,27.3
19.8,55.9,0,32.5
19.8,55.9,0,32.5
20.6,56.8,0,37.1
21.6,56.2,0,38.9
20.7,61.7,0,28.7
20,61.8,0,27.3
19.9,61.7,0,27.7
20.4,56.5,0,27.7
20.5,54.1,0,27.6
21.1,55.4,0,24.9
21.9,55,0,25.7
22.1,51.9,0,24.1
21.5,57.8,0,28.4
21.6,58.4,0,22.9
22,56,0,37.1
21.9,54.8,0,25.9
21.2,55.7,0,27.7
20.9,61.1,0,25.1
18.6,78.3,0,20.8
18.8,78.9,0,25.2
