temp,humidity,precip,windspeed
18.1,68.7,0,14.8
18.9,67.2,0,18.4
18.3,69.8,0,24.5
19.6,63,0,22.3
18.6,66.5,0,18.4
18.6,70.4,0,23.4
17.1,78,0,18.4
18.7,69.5,0,23.4
18.7,62.3,0,20.5
19.3,58.8,0,19.2
18.6,62.3,0,57.9
19,55.9,0,23.4
18.7,60.2,0,17.6
18.7,64.7,0,22.1
19.6,67,29,26
18.5,80.1,2,23.4
18.4,73.4,0,16.6
17.7,71.9,0,22.3
18.9,63.8,0,20.5
19.2,68.7,0,24.1
19.7,60.9,0,20.8
19.1,63,0,22.3
19.6,61.8,0,18.2
19.3,67.7,0,21.9
18.7,74.1,0,18.2
18.3,73.6,0,14.1
17.8,73.7,0,18.4
18.8,64.4,0,16.6
19.2,66.6,0,17
18.3,77.2,0.4,22.3
16,84.3,0,16.6
16.4,71.3,0,11.5
17.3,65.8,0,18.1
18.9,66.7,0,18.4
19.4,64.5,0,19.7
17.1,77.9,0.4,11.5
17,83,0.2,13.3
18.4,73.9,0,23
18.6,70.9,0,20.5
19.1,70,4,22.8
18.3,74,0,17.3
18.4,71.9,0,22.7
17.8,71.3,0,18.4
18.7,62.8,0,18.4
17.8,62.6,0,19.9
19.1,62.3,0,21.2
19.4,58.4,0,27.7
18.6,66.9,0,22.3
18.8,69.7,0,43.3
18.5,70.1,0,20.8
20.2,62.5,0,28.5
20.8,60.1,0,24.1
19.6,63.3,0,23.4
19.8,62.4,0,19.7
19,66.1,0,23.4
19.9,65.1,0,19.7
19.2,73.6,8,30.8
18.8,72.8,0,24.8
19.4,61.7,0,24.1
18.2,66.6,0,16.2
19.1,53.1,0,24.1
18.4,64,0,21.6
18.6,65.3,0,19.9
19.5,65.5,0,20.8
18.3,78.4,10,26.4
19.6,72,0,22.3
18,67.1,0,19.2
17.3,78.1,0,16.2
18,75.3,3,16.6
17.9,72.1,0,15.1
18.7,64.6,0,21.3
18.1,64.4,0,22.3
18.7,71.3,0,22.8
19.6,68.5,0,22.7
19.5,65.4,0,16.6
19.2,66.6,0,20.8
18.4,71.3,0,20.9
18.2,68,0,24.5
18.3,73.9,0,16.6
20.1,64.7,0,20.5
19.7,75.3,12,20.5
20.7,66.8,0,20.8
20.9,54.3,0,28.2
19.9,66,0,25.9
19.8,71.1,0,27.7
19.2,68.1,0.2,27.7
19.6,57.4,0,17.7
20.4,53.1,0,22.7
20.5,50.4,0,22.2
20.1,53.4,0,26.3
20.1,60.8,0,27.8
21,54.6,0,30.4
19.9,60.8,0,25.4
19.4,64,0,18.4
20,59.6,0,29.5
20.6,62.8,,0
20.8,56.1,0,22.3
20.8,58.1,0,25.9
21.2,52.4,0,22.3
21.6,57.4,0,27.3
21.7,55.6,0,29.3
21,58.8,0,27.7
21.3,59.9,0,27.7
21.2,61.8,0,30.2
22.7,55.3,0,26.7
21.7,61.5,60,25.9
20,76.9,4,24.1
20.4,73.5,4,28.2
20.7,68.8,0,31.7
20.9,62.3,0,18.4
20.8,66.7,1,19.9
21.4,69,12,29.5
22.3,65.8,0,22.9
21.5,68.5,0,31.7
20.9,73.5,0.3,24.1
19,86,16.7,21.2
20.6,60.2,0,21.2
20,71.5,0,28.8
20.6,69.6,0,22.5
19.9,78.8,0,22.3
19.2,81.9,11,26.6
20.6,73.8,0,28.1
20.9,70.2,0,26.6
19.7,76.4,6,27.7
19.9,70,0,26.3
20.1,59.1,0,37.1
19.9,68.4,0,17.3
18.1,80.6,0.2,24.5
17.4,89.5,7,28.2
18.9,83.7,6,30.1
18.2,87.1,1,23.7
18.9,81.2,0,18.4
19.6,79.5,4,21.4
19.5,82.9,12.3,26.4
19.5,81.4,3.7,24.1
19.2,83.1,30,31.4
19.3,83.2,9.5,23.6
19.1,83.4,16.5,21.2
19.3,83.5,5.4,24.1
18.3,87,8,24.1
18.9,77.8,0,30.1
19.4,71.9,0,27.8
19,71.6,0,26.7
18.9,76,0,25.5
18.3,82.3,3.6,23.4
18.4,78.6,0,21.6
19.6,74.8,0,25.2
20.3,73.5,0,24.1
20.1,77.9,0.2,24.1
22.1,65,0,29.6
19.2,84.1,17,31.7
19.4,75.8,11,32.5
19.1,74.3,0,27.7
19.8,74.7,0,22.3
20.5,72.9,0,23.8
19.2,80,1,26.7
19.8,70.6,0,33.8
19.9,63.1,0,23
19.7,64.1,0,22.3
20,69,0,24.1
20.7,66.5,0,22.3
20.2,69.5,0,21.2
21.2,70.4,0,24.1
19.8,82,1,20.5
19.9,74.3,0,30.3
19.1,64,0,26.7
18.5,65.5,0,25.6
20,61.2,0,25.5
19.6,60.9,0,20.5
20.9,58,0,23.9
21.5,60.1,0,21.2
21.8,55.9,0,33.5
21.2,64,0,28.2
20.3,67,0,37.1
18.8,80.2,6.2,32.5
19.2,71,0,28.8
19.2,64.9,0,33.5
19,66.2,0,28.2
19.9,57.9,0,26.3
20.5,52.2,0,26
21.3,45.1,0,27.3
21.1,48.5,0,28.9
20,57.2,0,29.5
20.7,54.6,0,30
21,55.9,0,25.9
20.8,57.1,0,25.5
21.5,56,0,20.5
21.4,55.8,0,18.4
20.5,65.6,0,106.1
20.3,70.9,0,20.8
18.6,81.5,8,15.5
20.8,66.1,0,24.1
21.2,56.9,0,24.1
20.5,55.5,0,19.7
21,51,0,20.6
21.2,53.4,0,16.2
20.6,63.3,0.4,20
20.5,59.1,0,22.7
20.5,59.7,0,25.5
20.1,54.6,0,21.2
20.4,47.4,0,22.7
21,43.6,0,30
20.9,51.9,0,26.6
21.2,56.9,0,28.9
22,53.4,0,25.2
22.4,59,0,23.7
21.5,61.1,0,35.2
21.2,49.8,0,31.1
20.7,51.4,0,32.4
20.8,50.6,0,42.8
21.6,55.3,0,26.6
21.2,63,2,27.1
20.8,70.4,2,24
21.5,62.9,0,28.8
22.1,56.4,0,26.6
22,48.2,0,22.8
22.4,48.1,0,26.6
21.5,54.6,0,24.1
21.2,57.9,0,30
20.6,60.2,0,32.5
21.2,51.3,0,33.8
21.4,54.8,0,30
22,56.2,0,31.4
21.8,56.3,0,33.1
21.1,52.1,0,32.5
20.4,43,0,32
20.7,42.5,0,28.9
21.6,54.3,0,31.4
21.1,61.9,0,35.1
20.7,61.2,0,30.7
20.6,58.7,0,37.1
21.4,60.7,0,31.1
20.6,63,0,30.3
21.1,60.6,0,32.5
21.8,58.5,0,33
21.7,59.4,0,30.1
22.3,60.2,0,39.6
22.1,64.6,0,38.2
23.6,51.9,0,29.5
23.4,52.7,0,28.2
23.4,51.2,0,31.4
23.2,55.8,0,31.8
24,51.3,0,33.5
24.4,46.8,0,29.3
23.9,49.1,0,31.1
23.9,55.5,0,28.3
20.3,75.8,4,22.2
18.6,84.5,4,20.4
19.2,82.4,15,28.4
17.8,91,12,16.6
18.2,86.7,4,17.3
19.4,83.1,31,20.9
20.3,72.3,18,23.4
21.3,67.6,0,20.8
21.7,69.1,0,22.6
20.4,75.1,0,21.9
20.3,74.9,0,19.2
19.2,84.6,1,18.9
18.9,84.1,33,16.9
20.7,75.9,0.4,17.5
18.3,89.2,46.6,21.1
18.5,86.3,1.2,17.5
19,85.9,7,16.2
20.2,79.2,13,23.4
18.1,90.5,11,20.8
18.5,86.4,0,27.8
19.1,82.6,0,33.5
19.6,79.8,1,35.3
19.8,72.7,0,23.5
20.6,70.5,0,23.4
20.4,75.3,0,27.7
20,79.5,6,37.1
19.6,81.8,1,37.1
19.7,78.8,0,30.6
19.5,79.9,0,32.5
19.8,77.9,0,28.8
19.7,74,2,25.2
19.8,77.4,0.7,25.9
19.8,79.4,1,26.6
18.6,86.3,3,27.7
19.1,79.2,3,27.1
19.6,79,0,22.4
19.9,77.7,0,22.8
20.3,77.5,0,21.9
19.8,77.4,1,20.8
20.1,78,1,31.1
20.8,76.2,2,20.5
19.6,82.9,6,25.9
20,81.3,10,18.4
20.4,79.9,0,18.4
19.2,83,14,18.4
19.3,81.5,32,30.1
19.9,77.4,1,34.9
19.1,83.2,19,66.8
19.2,82.2,1,26.4
19,86.7,3,20
19.4,83.6,0,25.9
19.9,83.9,23,22.8
19.2,84.4,30.2,19.1
19.6,83.7,4,22.7
18.6,89.9,55,16.6
18.6,88,14,18.7
19.7,80.9,0.5,24.5
19.8,83.5,0,19.7
19.4,85,0,22.7
19.2,82.2,0,18.8
19.4,83.2,1,22.1
18.6,86.8,0.8,22.3
18.3,85.6,16,21.8
18.6,86.3,48,23
19.8,82.3,4,19.7
19.6,81.4,0,18.4
19.9,78.1,0,19.9
18.3,89.7,3,18.4
18.8,85.7,0.7,26.6
18.8,84.7,0,16.6
18.7,86,4,14.8
18.8,85.8,3,18.2
20,77.7,0,13.7
20.1,80.6,0.3,23.4
20,79.7,0,22.7
19.8,79.2,0.3,19.3
19.5,81.4,0,24.5
19.2,83,7,20.8
19.2,78.2,0,19.2
19,77.8,0,18.8
18.3,84.1,2,15.8
18.6,83.4,0,17.3
18,87.2,11,15.8
18.5,83.5,3,17.4
18.8,80.3,0,20.5
18.8,80.5,0,16.2
19.5,79.4,0,19.7
18.7,79.2,0,18.4
18.4,70,0,20.8
17.9,71.5,0,18.1
18.6,72.2,0,17.3
19.1,78.8,0,21
19.3,79.4,0,16.6
19.6,79.2,0.2,20.8
19.2,79.8,0,14.4
19,82.6,0,19.9
18.8,83.2,3,22.9
18,79.2,14,13.7
16.3,88.4,2,13.7
17.3,85.3,0,7.8
16.6,84.6,0,11.2
16.8,83.3,0,19.2
17.4,76,0,18.5
16.6,79.5,0,18.1
18.5,78,0,14
17.3,79.8,0,12.8
17.4,81.1,0,15.8
17.9,80.3,0,17.3
16.4,89.1,0,12.5
15.9,91.5,0.2,14
16.5,86.1,1,13.3
18,77.9,0.2,18.4
18.2,74.5,0,20.6
18.2,75.9,0,24.1
19,73.2,0,18.4
18.2,78.7,0,16.6
16.3,84.3,0,13
15.3,85.2,,0
17.4,71.7,0,7.6
19.3,64.1,,22.3
17.6,76.8,0,12.1
18.4,73.3,0,20.5
17.8,74.4,0,18.4
17.1,77.1,0,15.5
16.9,83.6,2,18.2
16.3,84.2,0,16.9
18.1,68.8,0,22.3
17.2,68.5,0,174.2
16.3,73.7,0,18.4
17.5,70.2,0,14.8
17.3,72.2,0,15.6
17.8,74.1,0,17.3
17.3,76.7,1,15.5
17.6,74.3,0,16.6
16.7,78.3,0,14.8
16.8,79.6,0,15.1
16.9,77.9,0,16.2
16.4,69.8,0,16.2
16.3,65.7,0,16.8
15.8,69.5,0,15.5
16.1,71.9,0,19.7
16.7,72,0,13.7
15.4,76.9,0,16.6
16.4,74.1,0,14.8
16.2,74.3,0,18.4
15.8,74.6,0,15.6
15.5,76.1,0,14.8
17,71.2,0,15.4
18.4,68.9,0,22.7
18.7,67.1,0,22.3
17.1,80.3,2,22.3
16.9,85.3,1,14.1
17.7,82.8,0,23.2
18.7,74.2,0,19.7
18,73.9,0,22.3
18.5,73.9,0,25.2
18,71.8,0,17.3
16.6,72.9,0,17.3
17.7,68.3,0,22.1
17.9,65.5,0,19.3
18.2,62.7,0,15.7
18.5,68.4,0,19.7
16.9,73.8,0,21
17.4,71.3,0,25.9
17.4,70.9,0,24.1
15.9,75.8,0,15.1
17.4,63.3,0,15.2
16.9,69.2,0,16.6
16,76.1,0,15.5
15.6,78.9,0,15.7
16.8,75.5,0,14.8
17.1,73.1,0,15.1
16.4,70.7,0,17.3
17.3,69.6,0,11.9
18.4,67.1,0,22
17.6,75.4,0,15.4
18.4,69.5,0,21.4
19.1,63,0,18.4
18.7,73,0,18.7
18,78.3,0,21.6
16.6,87.9,51,17
17,75.9,0,16.6
17.9,65.9,0,16.6
17.1,71.9,0,16.6
16.3,79.3,0,21.2
17.5,77.6,0,17.5
17.8,73.3,0,15
17.3,74.9,0,16.6
18.6,71.2,0,20
18.5,69.1,0.3,20.8
18.8,63.9,0,22.7
18.4,64.9,0,23.7
19.5,59.1,0,22.1
19.5,70.8,2,31.2
19.7,64,0,30.1
18.9,60.6,0,25.2
19.5,60.2,0,19.7
19.4,69.6,0,23.6
19.9,61.3,0,27.7
20,54.2,0,24.8
20,58.1,0,31.4
19.3,63.5,0,31.8
19.1,64.9,0,29.7
19.9,56,0,24.5
20.5,62.1,0,27.8
19.3,66.4,0,25.5
19.3,65.4,0,25.9
19,61.8,0,24.5
19.8,64.9,0,37.2
19.9,68.4,3,25.1
19.5,71,0,22.3
20.3,70.1,0,27.4
20,67,0,39
19.8,59.4,0,24.5
19.4,55.7,0,25.5
18.7,65.6,0,27.7
20.4,64.5,0,25.5
19.7,65.2,0,21.1
20.3,60.4,0,25.6
21.1,61.8,0,25.9
21.2,63.7,0,29.8
19.2,73.5,0,20
18.8,76.7,9,23.6
19.1,69.6,0,27.7
19.8,65.8,0,24.1
20.1,61.2,0,22.7
21.6,65.2,0,25.6
21.3,60.8,0,25.9
20,72.1,0.3,22.3
20.8,65.2,0,28.2
21.4,63.2,0,28.1
21.3,65.4,0,31.5
21.1,67,0,28.6
21.5,60.3,0,23.4
21.3,60.5,0,45
20.4,60.4,0,32.1
16.9,84.6,7,20.5
16.8,86.2,1.5,19
17.2,88.9,1,33.5
17.9,81.5,0.9,19.9
18.3,82.5,2.6,16.6
19,75.4,0.4,22.3
20,69.7,0.2,23.8
20.2,70.2,0,26.3
20.7,63.4,0,27.4
20.6,69.9,3,38.9
20.3,77.3,0,23.5
19.6,79.4,0.5,26.6
20.2,69.9,3,26.1
20.3,62.5,0,25.9
21.2,63.6,0,23.4
21.1,64.1,0,22.7
21.6,60.4,0,25.5
21,66.2,0,32.5
21,65.8,0,24.5
19.9,73.2,0.4,25
20.5,72.7,0,31.7
20.3,69.6,9,21.9
20.5,67.3,0,28
21,59.6,0,26.4
20.5,52.5,0,26.6
19.4,75.1,13,24.1
20.8,70.2,0,24
20.4,71.9,0.1,24.8
19.7,76.9,0,26.1
19.4,72.3,4,25.1
20.5,67,1.8,27.7
20.9,60.1,0,28.2
20.3,65.3,0.2,30.1
19.5,77,2.6,35.3
18.8,82.6,3.8,32.5
20,74.5,1,26.3
20.3,73.8,0,29.5
19.5,79.3,4,33.5
19.6,72.2,0,43.3
19,77.6,3,34.6
19.2,79.3,1,22.3
19.5,77.9,0.2,27.1
18.9,81.3,94,24.9
19.9,78.9,0,25.2
20.4,75.6,2,24.1
20.7,77.1,1,27.3
18.9,83.9,16,25.6
20.2,75.4,0,23.4
19.1,84.7,2,26.4
18.3,79.9,43,15.8
20.5,70.9,0,27.1
19.7,80.9,0.9,30
19.2,79.9,31,23
18.8,83.4,9,31.7
19.6,72.7,0,26.4
20.1,72.2,0,25.5
20.5,73.8,0,25.6
20,74.7,0,21.2
19.9,71,0.2,24
19.9,69.2,0,24.1
20.6,70.5,0,24
20.2,74,0.1,25.2
20.1,71.7,0,26.7
19.9,70.8,0,29.6
19.6,72.1,0,36.6
19.5,71.2,0,29.2
20.6,66.7,0,22.3
20.7,66.3,0,25.1
20.8,70.6,0,30.7
19.4,76.3,3,29.6
18.9,68,0,21.2
20.5,60.8,0,21.2
20.9,63.8,0,28.7
18.8,84.3,0.4,32.4
19.2,77.7,4,34.9
20.2,69.9,0,22.1
21.1,62.6,0,29.3
20.3,66.3,0,28.3
21.3,58.2,0,39
20.9,61.1,0,26.6
21.3,62.6,0,34.3
20.1,58.7,0,31.2
19.9,55.1,0,30
20.4,65,0,25.5
21.1,66.9,0,35.9
21,70.4,0.5,24.8
21.9,61.9,0,28.5
21.5,60.4,0,30.1
22,55.6,0,24.3
22,54.3,0,24.1
22.1,51.8,0,24.1
21.3,59.5,0,26.7
21.3,62,0.1,25.6
21.6,55.9,0,32.8
21.5,53.2,0,30.8
21.6,55.2,0,30
21.4,61.7,0,24.1
21.2,60.7,0,30.3
20.8,59.5,0,24.1
21.5,54.2,0,23.5
22.6,53.4,0,28.3
22,53.2,0,30
21.7,41.2,0,33.8
22.2,43.6,0,27.8
22.4,51.3,0,33.9
21.1,56.4,0,39.6
20.6,53.7,0,29.5
21.2,57.9,0,29.6
21.5,62.6,0,30.7
22,59.9,0,49.8
21.3,59.8,0,31.8
21.6,52.3,0,25.5
20.3,54.8,0,31.2
20.1,57.1,0,35.3
20.3,60.5,0,28.9
22.5,56.9,0,27.7
22.4,63.7,0.1,29.5
22.1,65.8,0,27.7
23,51.4,0,21.9
23.1,56,0,54.2
22.6,58.5,0.1,31.7
21.7,63.7,0,31.5
21.5,64.4,0,28.1
22,68.7,0.4,27.7
21.8,69,0,31.7
22.3,61.6,0,24.8
22.3,50.6,0,32.8
21.7,49.9,0,33.3
22.6,45.8,0,31.4
23.6,40.4,0,26.3
24.2,43.6,0,25.9
24,50,0,24.1
22.2,63,5,32.8
22.2,62.8,2,35.3
22.5,51.8,0,32
23.8,46.4,0,27.7
23.4,47.6,0,34.6
22.6,50.1,0,40.7
22.3,50,0,37.1
22.4,51.3,0,30.5
22.6,48.3,0,34.4
22.6,47.8,0.2,33.5
21.7,57.1,0,35.2
22,56.7,0.2,33.6
22.5,58.5,0.1,27.3
23.7,51.6,0,30
23.5,51.9,0,27.7
23.5,53.3,0,30.9
23.4,55.8,0.1,25.5
23.8,52.6,0,32.8
23.9,53.7,0,32.5
22.8,57.1,0,29.5
23,53.4,0,27.7
23.3,54.4,0,23
24,52.2,0,29.3
23.3,57,0,30.3
21.7,65,0,29.1
22.8,63.6,0,27.3
23.4,56.1,0,22.7
23.6,54.7,0,28.8
23.1,55.4,0,27.3
23.2,53.9,0,23.7
23.2,55.6,0,29.6
22.4,66.2,0.2,32.1
22.2,63.3,0,33.8
22.5,59.2,0,31.4
22.9,58.1,0,29.4
23.5,51.6,0,23.9
23.1,58.4,0,25.2
23.6,56.8,0,30.1
22.7,61.7,0.4,33.2
22.7,62.1,0,25.9
23,61.7,0,25.1
23.1,59.9,0.2,25.2
22.8,56,0,27.7
23.2,55.4,0,27.2
23,53.3,0,27.7
22.9,53.8,0,20.1
23.2,59.6,0,22.8
23.6,60.3,0.1,23.1
22.9,68.4,1.3,34.2
21.5,75.2,1.6,22.2
20.4,84.2,30.7,17.4
20.5,77.3,12.6,18.9
20.8,84.9,10.5,24.1
20.7,84.6,7.5,24.1
20.5,78,15.6,16.6
21.4,73.3,5,22.3
21.3,74.3,11.6,27.7
20.3,78.8,9.6,44.6
21,66.5,2.2,50
21.7,64.2,0.9,37.1
21.1,73.8,1.2,27.7
20.5,75.7,1.2,31.7
20.8,74.8,5.2,24.1
20.7,78.4,3.2,25.9
20.7,74.7,2,29.5
20.3,78.9,4.1,20.5
20.2,76.6,2.5,27.7
20.4,77,4.2,33.5
19.9,74,5.4,25.9
20,76.3,4.9,29.5
20.3,75.8,4.2,29.5
20.3,73.9,2.9,24.1
20.9,70.7,2.6,29.5
20.7,68.7,1.7,24.1
20.5,70.7,0.2,23.6
18.8,86.5,2,22.3
18.7,81.3,1,20.4
19.1,79.5,10.3,18.4
19.8,74.4,0,19.6
19.8,75,0,21.9
19.2,83.4,0.3,18.4
18.9,80.8,1,21.2
18.3,85.2,0.1,16.8
18.3,86.9,1,22
19.1,78,0,17.2
19,75.1,0,21.3
18.9,77.3,0,14.8
19.8,73.8,0,20.6
19.9,74.4,0,16.5
20.1,77.3,0,26.1
18.7,89.6,25,18.6
18.9,86.7,0,15.1
18.9,81.5,99,14.4
17.3,89,1.2,13.3
18.2,86.3,0,12.7
18.8,80.3,1,16.2
18.8,80.4,4,13.7
17.3,88.5,0.2,16.6
17.1,82.7,0,15.5
18,74.1,0,13
18.1,78.4,0,12.9
19.3,75,0,18.1
19,74.9,0,15.1
18.3,76.6,0,16.6
18.6,74.9,0,89.4
18.8,63.9,0,18.4
17.7,76.1,0,11.9
19.6,71.7,0,13
19,72.9,0,18.4
17.4,82.9,0,14.8
18.8,77.9,0,16.2
19.2,74.3,0,12.6
18.9,79.8,0,13
17.8,81.5,0,16.6
18.4,78.3,0.2,10.4
18.6,76.4,0.1,16.8
18.3,76.4,0,17.3
18.9,70.5,0,20
18.8,65.5,0,18.4
19.6,64.6,0,17.3
19.4,68.1,0,15.1
18.3,73.8,0.4,14.8
19.3,62.8,0,19.7
19.4,63.4,0,15.5
18.6,71.4,0.1,17.6
18.4,71.8,0,15.5
18.9,67.4,0,21.2
19.2,66.2,0,19.9
19.4,66.8,0,22.3
19.6,64.9,0,25.6
19.7,62.5,0,20.2
18.1,69.1,0,18.5
18.5,67.5,0,25.5
18.3,67.2,0,17.2
17.4,71.9,0,19
17.6,71,0,24.5
18.3,64.6,0,19.7
18.1,68.3,0.1,19.3
17.7,73.4,0,11.2
19.3,66.2,0,24.3
18.4,68.4,0,17.3
18.5,64.9,0,16.9
19,62.2,0,19.7
19.2,62.7,0,21.6
18.5,64,0,21.9
17.7,63.8,0,21.3
18,64.3,0,15.5
18.7,65.3,0,18.6
17.8,74.6,0,15.8
18.7,74.8,0,24.9
19.8,69.4,10,25.4
18,73.6,0,16.2
18.6,72,0,18.8
18.3,65.1,0,18.8
18.9,61,0,27.3
20,59.4,0,24.1
19.9,69.9,0,23.4
19.6,65.2,0,25.5
18.1,68.5,0,27.3
19.1,57.3,0,22.2
17.2,69.9,0.2,14.3
17.9,65.3,0,18.2
18.8,61.9,0,23
18,68.2,0,24.1
17,63,0,20
17.6,61.8,0,15.9
18.4,61.8,0,21.6
18.9,64.2,0,20.3
17,73.5,0,13.9
18,64.5,0,19.7
18.5,63.4,0,20.5
19.3,63.1,0,24.4
19.6,59.5,0,22.3
17.9,76.9,0.2,16.6
19.1,65.7,0.2,25.6
19.4,59.8,0,24.1
19.2,66.8,5,22.1
18.5,75.4,0.4,20.8
18.5,77.4,8,21.9
18.8,77.5,1.4,29.2
19.1,77.6,2,22.8
19.2,80,2.2,20.8
18.2,81.6,0,23.4
19.3,70.4,0,19.6
18.5,72.3,0,15.9
18.5,69.4,0,16.3
19.6,70.8,11,21.8
18.1,76,0.1,16.6
17.1,74.8,1,15.1
19,63.8,0,17.6
18.7,76.3,2,23.8
19.3,72.1,0,22.1
19.8,64.4,0,22.3
19.8,63.3,0,25.9
20.5,63.8,0,25.9
20.8,61.5,0,26.3
20.2,60.8,0,22.6
19.6,59.4,0,24.3
20.8,56.7,0,25.5
19.6,51.1,0,25.5
19,58.2,0,25.2
20.3,59.9,0,23
19.9,61,0,29.5
19.8,64.6,0,25.5
19.3,69.4,0,20.5
20.7,63.7,0,20.5
19.6,73.7,23,21.7
18.8,74.6,0,23.7
21.2,61.9,0,25.5
20.8,60.6,0,27.7
22,58,0,24.8
20.9,69,0,39.7
19.9,69.5,0.3,30
20.8,67,0.1,25.2
19.1,69.5,0,26.6
19.6,73.2,0.3,26.3
17.7,86.4,19,26.3
19.3,68,0,19
20.1,60.2,0,25.6
21,67.3,0.1,27.1
18.8,83.1,8,24.5
18.8,83.9,22,32.4
18.8,82.5,6,29.5
18.2,87.1,8,21.4
18.8,81,5,21
19.9,75.9,0,17.3
20.7,67.5,0,30.3
18.6,85.3,4.4,25.9
18.2,86.9,6.4,22.3
18.1,89.5,35,14.2
19.2,82.9,4,18.4
20.2,73.6,3,20.3
20.5,73.2,0,22.3
19.8,81.1,24,24.1
19.2,80.3,30,28.8
19.6,79.5,0.2,29.5
18.5,87.4,9.2,21.2
20.4,75.6,0.3,19
19.9,76.5,0.1,21.3
19.8,78.5,6,25.9
19.5,79.5,0.2,22.8
19.6,80.7,12.8,21.2
19.9,73.7,0,20.3
19.3,75.8,0.1,22.3
20,71.5,0,26
19.8,71.9,0,19.2
20.1,69.6,0,18.3
20.9,67.6,0,18.4
20.7,74.7,0.8,24.1
20.5,74.1,0,26.3
20.4,69.6,0,25.4
20.7,71.6,0,25.6
20.3,75.6,2,24.1
19.3,84.5,7,19.7
19,84.5,0,20.4
19.2,83.7,3,32.9
20.3,73.9,1,25
20.5,74.5,0,29.3
20.2,73,0,27.7
20.5,70.6,0,24.5
20.5,74.1,0,24.1
20.3,77.4,3.6,22
21.1,75.6,0.3,64
20.9,79.1,2,27.8
18.7,84.3,21,23.4
19,79.9,34,25.4
17.9,88.2,53,17.2
18.2,85,7,22.9
19.7,75.1,0,30.1
19.7,75.2,0,22.9
19.3,83.5,0.1,21.5
19.3,86.6,31,20.7
18.5,89.3,22,25.5
18.9,89.4,10.8,19.7
19,90.3,8.6,18.5
19.6,82.6,55.6,17.6
19,86.8,30,27.8
19.8,84.2,2,19.7
19.4,85.6,1,18.8
19,85.8,40,14
19.7,84.5,2,17.3
18.7,88,8,23.7
19.3,82.1,2,25.9
19.4,81.6,0,32.4
19.7,79.8,0,27.3
19.3,82.7,0.4,27.8
19.3,80.9,0,20.8
19.7,77.3,18,23.4
20.1,79.3,0,22.3
20.1,77.4,0,22.9
19.4,66.3,0,31.4
19.4,71.3,0,21.8
19.7,78.8,1,20.5
19.2,81.8,0,31.7
19.6,81.3,3,28.2
20.3,80.5,0.4,21.2
20.4,78.3,1,22.3
20.3,78.9,0,22.3
20.5,84.8,30,18.8
19.9,85.8,13.3,20.8
20.5,79.9,9,28.9
20.1,76.1,0,26.3
19.5,76,0,26
20,69.8,0,30.5
19.8,71.4,0,32.5
20.2,72,0.8,33.8
19.7,73.6,6,27.8
20.7,69.2,0,25.2
21.6,72.3,0,22.1
19.9,83.7,0,27.8
18.9,82.9,8,22.9
19.2,83.6,1,24.5
21,75.1,0,22.3
21.1,72.1,0.1,18.4
20.8,75.5,3,22.2
18.8,84.3,41.8,21.9
19.6,83.6,33,21.8
20.6,78.2,4,23.4
20.6,79.2,0,21.8
20.5,77.8,0,21.2
20.9,73.9,0,18.4
20.8,71.9,0,26.3
20.9,74.6,0,21.6
21.3,73.4,0,19.2
21.1,70.2,0,20.7
20.4,79.7,7,19.2
20,78.7,0,22.7
20.2,81.9,0,27.1
19,88.3,9,24.5
18.9,90.4,3,23.4
18.5,90.1,7,22.3
19.9,82.6,0,22.7
19.8,81.7,6,25.2
20.6,77.9,2,22.3
18.8,86.5,56,21.6
19.7,79.8,6,21.6
20.7,76.3,0,23.4
20.2,75,0.6,24.9
20.4,75,0.1,22.1
20,71.6,0,26.7
20.7,66.7,0,38.5
20.5,71.8,0,27.3
19.8,71.4,0,28.9
20.8,61.2,0,18.4
21.1,54.6,0,23.4
21.9,64.9,0,24.5
21.7,74.8,0,30.7
20.7,74.9,0,36
19.9,74.6,0,29.4
19.2,81.8,7,23.8
20.8,74.9,0.6,37.1
21,75,0,33.5
21,73.9,0.4,27.6
22.4,63.7,0,27
22.1,70.1,0,24.5
21.6,74.2,0,30.4
21,76.1,0,30.3
21,66.7,0.1,27.1
22.1,61.3,0,20.8
21.6,74.3,20,23.5
20.7,81.3,11,33.4
21.4,74,2,27.1
21.8,69.9,0,18.4
21.6,76.7,3,21.4
19.6,83.9,19.6,17.3
21.4,76.6,0.1,23.1
21.3,73,4,26.4
20.8,65.5,5,21
21.7,62.2,0,24.5
21.7,70,27,24.5
20.7,80.8,1,28
21.1,79.9,3,30.7
20.9,80,1,25.5
21.3,78.7,0.1,25.5
21.1,75.9,0,34.6
21.6,74.5,0.2,25.6
21.7,73.7,1.2,24.5
22.3,72.1,0,24.1
22.5,71.8,0,26.3
21.9,73.2,0,33.8
21.3,75.8,0,31.4
20.3,76.7,3,28.9
20.6,78.7,0,27.3
20.8,72.6,0.2,27.8
20.4,70.3,0,26
20.9,70.3,0,30
21.2,74.5,0,33.8
20.4,79.1,1,21.3
20.7,78.8,5.6,25.9
19.8,79.3,44,18.4
20.2,79.9,0,19.3
20.3,74.4,15,19.7
20.7,78.6,1,27.7
21.3,76.8,2,32.5
20.8,77.8,0,29.2
20.8,76.9,0,33.9
21,76.4,0,26.8
20.7,75.5,0,24
21,73.5,0,26.6
20.6,76.8,6,24.5
20.5,80.6,7,30.3
21,74.8,0,28
20.6,76.6,0,18.5
20.1,76.8,0.1,17.3
